ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Value_in_Source,ConceptInSource,Borrowed,Borrowed_Score,Borrowed_Base,Age,Age_Score,Donor_Language,Donor_Meaning,Donor_Value
Spanish-GRANDDAUGHTER-1,ids-176-2-490-1,Spanish,GRANDDAUGHTER,nieta,nieta,n j ɛ t a,,IDS;Miller2023,,,^nieta$,Spanish,nieta,,,,,,,,,
Spanish-UNCLE-1,ids-176-2-510-1,Spanish,UNCLE,tío,tío,t i o,,IDS;Miller2023,,,^tío$,Spanish,tío,,,,,,,,,
Spanish-MATERNALUNCLEMOTHERSBROTHER-1,ids-176-2-511-1,Spanish,MATERNALUNCLEMOTHERSBROTHER,hermano de la madre,hermano_de_la_madre,ɛ ɾ m a n o + ð e + l a + m a ð ɾ e,,IDS;Miller2023,,,^hermano_de_la_madre$,Spanish,hermano de la madre,,,,,,,,,
Spanish-PATERNALUNCLEFATHERSBROTHER-1,ids-176-2-512-1,Spanish,PATERNALUNCLEFATHERSBROTHER,hermano del padre,hermano_del_padre,ɛ ɾ m a n o + ð ɛ l + p a ð ɾ e,,IDS;Miller2023,,,^hermano_del_padre$,Spanish,hermano del padre,,,,,,,,,
Spanish-AUNT-1,ids-176-2-520-1,Spanish,AUNT,tía,tía,t i a,,IDS;Miller2023,,,^tía$,Spanish,tía,,,,,,,,,
Spanish-MATERNALAUNTMOTHERSSISTER-1,ids-176-2-521-1,Spanish,MATERNALAUNTMOTHERSSISTER,hermana de la madre,hermana_de_la_madre,ɛ ɾ m a n a + ð e + l a + m a ð ɾ e,,IDS;Miller2023,,,^hermana_de_la_madre$,Spanish,hermana de la madre,,,,,,,,,
Spanish-PATERNALAUNTFATHERSSISTER-1,ids-176-2-522-1,Spanish,PATERNALAUNTFATHERSSISTER,hermana del padre,hermana_del_padre,ɛ ɾ m a n a + ð ɛ l + p a ð ɾ e,,IDS;Miller2023,,,^hermana_del_padre$,Spanish,hermana del padre,,,,,,,,,
Spanish-NEPHEW-1,ids-176-2-530-1,Spanish,NEPHEW,sobrino,sobrino,s o β ɾ i n o,,IDS;Miller2023,,,^sobrino$,Spanish,sobrino,,,,,,,,,
Spanish-NIECE-1,ids-176-2-540-1,Spanish,NIECE,sobrina,sobrina,s o β ɾ i n a,,IDS;Miller2023,,,^sobrina$,Spanish,sobrina,,,,,,,,,
Spanish-COUSIN-1,ids-176-2-550-1,Spanish,COUSIN,primo,primo,p ɾ i m o,,IDS;Miller2023,,,^primo$,Spanish,primo/ prima,,,,,,,,,
Spanish-COUSIN-2,ids-176-2-550-2,Spanish,COUSIN,prima,prima,p ɾ i m a,,IDS;Miller2023,,,^prima$,Spanish,primo/ prima,,,,,,,,,
Spanish-ANCESTORS-1,ids-176-2-560-1,Spanish,ANCESTORS,antepasados,antepasados,a n t e p a s a ð o s,,IDS;Miller2023,,,^antepasados$,Spanish,antepasados,,,,,,,,,
Spanish-DESCENDANTS-1,ids-176-2-570-1,Spanish,DESCENDANTS,descendientes,descendientes,d e s e n d j e n t e s,,IDS;Miller2023,,,^descendientes$,Spanish,descendientes,,,,,,,,,
Spanish-FATHERINLAWOFMAN-1,ids-176-2-610-1,Spanish,FATHERINLAWOFMAN,suegro,suegro,s w e ɣ ɾ o,,IDS;Miller2023,,,^suegro$,Spanish,suegro,,,,,,,,,
Spanish-FATHERINLAWOFWOMAN-1,ids-176-2-611-1,Spanish,FATHERINLAWOFWOMAN,suegro,suegro,s w e ɣ ɾ o,,IDS;Miller2023,,,^suegro$,Spanish,suegro,,,,,,,,,
Spanish-MOTHERINLAWOFMAN-1,ids-176-2-620-1,Spanish,MOTHERINLAWOFMAN,suegra,suegra,s w e ɣ ɾ a,,IDS;Miller2023,,,^suegra$,Spanish,suegra,,,,,,,,,
Spanish-MOTHERINLAWOFWOMAN-1,ids-176-2-621-1,Spanish,MOTHERINLAWOFWOMAN,suegra,suegra,s w e ɣ ɾ a,,IDS;Miller2023,,,^suegra$,Spanish,suegra,,,,,,,,,
Spanish-SONINLAWOFMAN-1,ids-176-2-630-1,Spanish,SONINLAWOFMAN,yerno,yerno,ɟ ʝ ɛ ɾ n o,,IDS;Miller2023,,,^yerno$,Spanish,yerno,,,,,,,,,
Spanish-SONINLAWOFWOMAN-1,ids-176-2-631-1,Spanish,SONINLAWOFWOMAN,yerno,yerno,ɟ ʝ ɛ ɾ n o,,IDS;Miller2023,,,^yerno$,Spanish,yerno,,,,,,,,,
Spanish-DAUGHTERINLAWOFMAN-1,ids-176-2-640-1,Spanish,DAUGHTERINLAWOFMAN,nuera,nuera,n w ɛ ɾ a,,IDS;Miller2023,,,^nuera$,Spanish,nuera,,,,,,,,,
Spanish-DAUGHTERINLAWOFWOMAN-1,ids-176-2-641-1,Spanish,DAUGHTERINLAWOFWOMAN,nuera,nuera,n w ɛ ɾ a,,IDS;Miller2023,,,^nuera$,Spanish,nuera,,,,,,,,,
Spanish-STEPFATHER-1,ids-176-2-710-1,Spanish,STEPFATHER,padrastro,padrastro,p a ð ɾ a s t ɾ o,,IDS;Miller2023,,,^padrastro$,Spanish,padrastro,,,,,,,,,
Spanish-STEPMOTHER-1,ids-176-2-720-1,Spanish,STEPMOTHER,madrastra,madrastra,m a ð ɾ a s t ɾ a,,IDS;Miller2023,,,^madrastra$,Spanish,madrastra,,,,,,,,,
Spanish-STEPSON-1,ids-176-2-730-1,Spanish,STEPSON,hijastro,hijastro,i x a s t ɾ o,,IDS;Miller2023,,,^hijastro$,Spanish,hijastro; entenado,,,,,,,,,
Spanish-STEPSON-2,ids-176-2-730-2,Spanish,STEPSON,entenado,entenado,e n t e n a ð o,,IDS;Miller2023,,,^entenado$,Spanish,hijastro; entenado,,,,,,,,,
Spanish-STEPDAUGHTER-1,ids-176-2-740-1,Spanish,STEPDAUGHTER,hijastra,hijastra,i x a s t ɾ a,,IDS;Miller2023,,,^hijastra$,Spanish,hijastra; entenada,,,,,,,,,
Spanish-STEPDAUGHTER-2,ids-176-2-740-2,Spanish,STEPDAUGHTER,entenada,entenada,e n t e n a ð a,,IDS;Miller2023,,,^entenada$,Spanish,hijastra; entenada,,,,,,,,,
Spanish-ORPHAN-1,ids-176-2-750-1,Spanish,ORPHAN,huérfano,huérfano,w ɛ ɾ f a n o,,IDS;Miller2023,,,^huérfano$,Spanish,huérfano/ huérfana,,,,,,,,,
Spanish-ORPHAN-2,ids-176-2-750-2,Spanish,ORPHAN,huérfana,huérfana,w ɛ ɾ f a n a,,IDS;Miller2023,,,^huérfana$,Spanish,huérfano/ huérfana,,,,,,,,,
Spanish-WIDOW-1,ids-176-2-760-1,Spanish,WIDOW,viuda,viuda,b j u ð a,,IDS;Miller2023,,,^viuda$,Spanish,viuda,,,,,,,,,
Spanish-WIDOWER-1,ids-176-2-770-1,Spanish,WIDOWER,viudo,viudo,b j u ð o,,IDS;Miller2023,,,^viudo$,Spanish,viudo,,,,,,,,,
Spanish-RELATIVES-1,ids-176-2-810-1,Spanish,RELATIVES,parientes,parientes,p a ɾ j e n t e s,,IDS;Miller2023,,,^parientes$,Spanish,"parientes, parentela",,,,,,,,,
Spanish-RELATIVES-2,ids-176-2-810-2,Spanish,RELATIVES,parentela,parentela,p a ɾ e n t e l a,,IDS;Miller2023,,,^parentela$,Spanish,"parientes, parentela",,,,,,,,,
Spanish-FAMILY-1,ids-176-2-820-1,Spanish,FAMILY,familia,familia,f a m i l j a,,IDS;Miller2023,,,^familia$,Spanish,familia,,,,,,,,,
Spanish-I-1,ids-176-2-910-1,Spanish,I,yo,yo,ɟ ʝ o,,IDS;Miller2023,,,^yo$,Spanish,yo,,,,,,,,,
Spanish-THOU-1,ids-176-2-920-1,Spanish,THOU,tú,tú,t u,,IDS;Miller2023,,,^tú$,Spanish,"tú, usted",,,,,,,,,
Spanish-THOU-2,ids-176-2-920-2,Spanish,THOU,usted,usted,u s t ɛ ð,,IDS;Miller2023,,,^usted$,Spanish,"tú, usted",,,,,,,,,
Spanish-HEORSHEORIT-1,ids-176-2-930-1,Spanish,HEORSHEORIT,él,él,ɛ l,,IDS;Miller2023,,,^él$,Spanish,él/ ella/ ello,,,,,,,,,
Spanish-HEORSHEORIT-2,ids-176-2-930-2,Spanish,HEORSHEORIT,ella,ella,e ʝ a,,IDS;Miller2023,,,^ella$,Spanish,él/ ella/ ello,,,,,,,,,
Spanish-HEORSHEORIT-3,ids-176-2-930-3,Spanish,HEORSHEORIT,ello,ello,e ʝ o,,IDS;Miller2023,,,^ello$,Spanish,él/ ella/ ello,,,,,,,,,
Spanish-WE-1,ids-176-2-940-1,Spanish,WE,nosotros,nosotros,n o s o t ɾ o s,,IDS;Miller2023,,,^nosotros$,Spanish,nosotros/ nosotras,,,,,,,,,
Spanish-WE-2,ids-176-2-940-2,Spanish,WE,nosotras,nosotras,n o s o t ɾ a s,,IDS;Miller2023,,,^nosotras$,Spanish,nosotros/ nosotras,,,,,,,,,
Spanish-WEINCLUSIVE-1,ids-176-2-941-1,Spanish,WEINCLUSIVE,nosotros,nosotros,n o s o t ɾ o s,,IDS;Miller2023,,,^nosotros$,Spanish,nosotros/ nosotras,,,,,,,,,
Spanish-WEINCLUSIVE-2,ids-176-2-941-2,Spanish,WEINCLUSIVE,nosotras,nosotras,n o s o t ɾ a s,,IDS;Miller2023,,,^nosotras$,Spanish,nosotros/ nosotras,,,,,,,,,
Spanish-WEEXCLUSIVE-1,ids-176-2-942-1,Spanish,WEEXCLUSIVE,nosotros,nosotros,n o s o t ɾ o s,,IDS;Miller2023,,,^nosotros$,Spanish,nosotros/ nosotras,,,,,,,,,
Spanish-WEEXCLUSIVE-2,ids-176-2-942-2,Spanish,WEEXCLUSIVE,nosotras,nosotras,n o s o t ɾ a s,,IDS;Miller2023,,,^nosotras$,Spanish,nosotros/ nosotras,,,,,,,,,
Spanish-YOU-1,ids-176-2-950-1,Spanish,YOU,ustedes,ustedes,u s t e ð e s,,IDS;Miller2023,,,^ustedes$,Spanish,ustedes,,,,,,,,,
Spanish-THEY-1,ids-176-2-960-1,Spanish,THEY,ellos,ellos,e ʝ o s,,IDS;Miller2023,,,^ellos$,Spanish,"ellos, ellas",,,,,,,,,
Spanish-THEY-2,ids-176-2-960-2,Spanish,THEY,ellas,ellas,e ʝ a s,,IDS;Miller2023,,,^ellas$,Spanish,"ellos, ellas",,,,,,,,,
Spanish-ANIMAL-1,ids-176-3-110-1,Spanish,ANIMAL,animal,animal,a n i m a l,,IDS;Miller2023,,,^animal$,Spanish,animal,,,,,,,,,
Spanish-MALEOFANIMAL-1,ids-176-3-120-1,Spanish,MALEOFANIMAL,masculino,masculino,m a s k u l i n o,,IDS;Miller2023,,,^masculino$,Spanish,masculino; macho,,,,,,,,,
Spanish-MALEOFANIMAL-2,ids-176-3-120-2,Spanish,MALEOFANIMAL,macho,macho,m a tʃ o,,IDS;Miller2023,,,^macho$,Spanish,masculino; macho,,,,,,,,,
Spanish-FEMALEOFANIMAL-1,ids-176-3-130-1,Spanish,FEMALEOFANIMAL,femenino,femenino,f e m e n i n o,,IDS;Miller2023,,,^femenino$,Spanish,femenino; hembra,,,,,,,,,
Spanish-FEMALEOFANIMAL-2,ids-176-3-130-2,Spanish,FEMALEOFANIMAL,hembra,hembra,e m b ɾ a,,IDS;Miller2023,,,^hembra$,Spanish,femenino; hembra,,,,,,,,,
Spanish-LIVESTOCK-1,ids-176-3-150-1,Spanish,LIVESTOCK,ganado,ganado,g a n a ð o,,IDS;Miller2023,,,^ganado$,Spanish,ganado,,,,,,,,,
Spanish-PASTURE-1,ids-176-3-160-1,Spanish,PASTURE,pradera,pradera,p ɾ a ð ɛ ɾ a,,IDS;Miller2023,,,^pradera$,Spanish,pradera; potrero,,,,,,,,,
Spanish-PASTURE-2,ids-176-3-160-2,Spanish,PASTURE,potrero,potrero,p o t ɾ ɛ ɾ o,,IDS;Miller2023,,,^potrero$,Spanish,pradera; potrero,,,,,,,,,
Spanish-HERDSMAN-1,ids-176-3-180-1,Spanish,HERDSMAN,pastor,pastor,p a s t o ɾ,,IDS;Miller2023,,,^pastor$,Spanish,pastor; vaquero,,,,,,,,,
Spanish-HERDSMAN-2,ids-176-3-180-2,Spanish,HERDSMAN,vaquero,vaquero,b a k ɛ ɾ o,,IDS;Miller2023,,,^vaquero$,Spanish,pastor; vaquero,,,,,,,,,
Spanish-STABLE-1,ids-176-3-190-1,Spanish,STABLE,establo,establo,ɛ s t a β l o,,IDS;Miller2023,,,^establo$,Spanish,establo,,,,,,,,,
Spanish-CATTLE-1,ids-176-3-200-1,Spanish,CATTLE,ganado,ganado,g a n a ð o,,IDS;Miller2023,,,^ganado$,Spanish,ganado,,,,,,,,,
Spanish-BULL-1,ids-176-3-210-1,Spanish,BULL,toro,toro,t o ɾ o,,IDS;Miller2023,,,^toro$,Spanish,toro,,,,,,,,,
Spanish-OX-1,ids-176-3-220-1,Spanish,OX,buey,buey,b w e i,,IDS;Miller2023,,,^buey$,Spanish,buey,,,,,,,,,
Spanish-COW-1,ids-176-3-230-1,Spanish,COW,vaca,vaca,b a k a,,IDS;Miller2023,,,^vaca$,Spanish,vaca,,,,,,,,,
Spanish-CALF-1,ids-176-3-240-1,Spanish,CALF,becerro,becerro,b e s ɛ r o,,IDS;Miller2023,,,^becerro$,Spanish,becerro; ternero,,,,,,,,,
Spanish-CALF-2,ids-176-3-240-2,Spanish,CALF,ternero,ternero,t ɛ ɾ n ɛ ɾ o,,IDS;Miller2023,,,^ternero$,Spanish,becerro; ternero,,,,,,,,,
Spanish-SHEEP-1,ids-176-3-250-1,Spanish,SHEEP,oveja,oveja,o β e x a,,IDS;Miller2023,,,^oveja$,Spanish,oveja,,,,,,,,,
Spanish-RAM-1,ids-176-3-260-1,Spanish,RAM,carnero,carnero,k a ɾ n ɛ ɾ o,,IDS;Miller2023,,,^carnero$,Spanish,carnero; morueco,,,,,,,,,
Spanish-RAM-2,ids-176-3-260-2,Spanish,RAM,morueco,morueco,m o ɾ w e k o,,IDS;Miller2023,,,^morueco$,Spanish,carnero; morueco,,,,,,,,,
Spanish-EWE-1,ids-176-3-280-1,Spanish,EWE,oveja,oveja,o β e x a,,IDS;Miller2023,,,^oveja$,Spanish,oveja,,,,,,,,,
Spanish-LAMB-1,ids-176-3-290-1,Spanish,LAMB,borrego,borrego,b o r e ɣ o,,IDS;Miller2023,,,^borrego$,Spanish,borrego; cordero,,,,,,,,,
Spanish-LAMB-2,ids-176-3-290-2,Spanish,LAMB,cordero,cordero,k o ɾ ð ɛ ɾ o,,IDS;Miller2023,,,^cordero$,Spanish,borrego; cordero,,,,,,,,,
Spanish-BOARMALEPIG-1,ids-176-3-320-1,Spanish,BOARMALEPIG,jabalí,jabalí,x a β a l i,,IDS;Miller2023,,,^jabalí$,Spanish,jabalí,,,,,,,,,
Spanish-SOWFEMALEPIG-1,ids-176-3-340-1,Spanish,SOWFEMALEPIG,puerca,puerca,p w ɛ ɾ k a,,IDS;Miller2023,,,^puerca$,Spanish,puerca; cochina; cerda,,,,,,,,,
Spanish-SOWFEMALEPIG-2,ids-176-3-340-2,Spanish,SOWFEMALEPIG,cochina,cochina,k o tʃ i n a,,IDS;Miller2023,,,^cochina$,Spanish,puerca; cochina; cerda,,,,,,,,,
Spanish-SOWFEMALEPIG-3,ids-176-3-340-3,Spanish,SOWFEMALEPIG,cerda,cerda,s ɛ ɾ ð a,,IDS;Miller2023,,,^cerda$,Spanish,puerca; cochina; cerda,,,,,,,,,
Spanish-PIG-1,ids-176-3-350-1,Spanish,PIG,cerdo,cerdo,s ɛ ɾ ð o,,IDS;Miller2023,,,^cerdo$,Spanish,cerdo; puerco; chancho,,,,,,,,,
Spanish-PIG-2,ids-176-3-350-2,Spanish,PIG,puerco,puerco,p w ɛ ɾ k o,,IDS;Miller2023,,,^puerco$,Spanish,cerdo; puerco; chancho,,,,,,,,,
Spanish-PIG-3,ids-176-3-350-3,Spanish,PIG,chancho,chancho,tʃ a n tʃ o,,IDS;Miller2023,,,^chancho$,Spanish,cerdo; puerco; chancho,,,,,,,,,
Spanish-GOAT-1,ids-176-3-360-1,Spanish,GOAT,cabra,cabra,k a β ɾ a,,IDS;Miller2023,,,^cabra$,Spanish,cabra,,,,,,,,,
Spanish-MALEGOAT-1,ids-176-3-370-1,Spanish,MALEGOAT,chivo,chivo,tʃ i β o,,IDS;Miller2023,,,^chivo$,Spanish,chivo; macho cabrío,,,,,,,,,
Spanish-MALEGOAT-2,ids-176-3-370-2,Spanish,MALEGOAT,macho cabrío,macho_cabrío,m a tʃ o + k a β ɾ i o,,IDS;Miller2023,,,^macho_cabrío$,Spanish,chivo; macho cabrío,,,,,,,,,
Spanish-KID-1,ids-176-3-380-1,Spanish,KID,cabrito,cabrito,k a β ɾ i t o,,IDS;Miller2023,,,^cabrito$,Spanish,cabrito,,,,,,,,,
Spanish-HORSE-1,ids-176-3-410-1,Spanish,HORSE,caballo,caballo,k a β a ʝ o,,IDS;Miller2023,,,^caballo$,Spanish,caballo,,,,,,,,,
Spanish-STALLION-1,ids-176-3-420-1,Spanish,STALLION,caballo padre,caballo_padre,k a β a ʝ o + p a ð ɾ e,,IDS;Miller2023,,,^caballo_padre$,Spanish,caballo padre; semental,,,,,,,,,
Spanish-STALLION-2,ids-176-3-420-2,Spanish,STALLION,semental,semental,s e m e n t a l,,IDS;Miller2023,,,^semental$,Spanish,caballo padre; semental,,,,,,,,,
Spanish-MARE-1,ids-176-3-440-1,Spanish,MARE,yegua,yegua,ɟ ʝ e ɣ w a,,IDS;Miller2023,,,^yegua$,Spanish,yegua,,,,,,,,,
Spanish-FOAL-1,ids-176-3-450-1,Spanish,FOAL,potro,potro,p o t ɾ o,,IDS;Miller2023,,,^potro$,Spanish,"potro, potrillo",,,,,,,,,
Spanish-FOAL-2,ids-176-3-450-2,Spanish,FOAL,potrillo,potrillo,p o t ɾ i ʝ o,,IDS;Miller2023,,,^potrillo$,Spanish,"potro, potrillo",,,,,,,,,
Spanish-DONKEY-1,ids-176-3-460-1,Spanish,DONKEY,asno,asno,a s n o,,IDS;Miller2023,,,^asno$,Spanish,asno; burro,,,,,,,,,
Spanish-DONKEY-2,ids-176-3-460-2,Spanish,DONKEY,burro,burro,b u r o,,IDS;Miller2023,,,^burro$,Spanish,asno; burro,,,,,,,,,
Spanish-MULE-1,ids-176-3-470-1,Spanish,MULE,mulo,mulo,m u l o,,IDS;Miller2023,,,^mulo$,Spanish,mulo/ mula,,,,,,,,,
Spanish-MULE-2,ids-176-3-470-2,Spanish,MULE,mula,mula,m u l a,,IDS;Miller2023,,,^mula$,Spanish,mulo/ mula,,,,,,,,,
Spanish-FOWL-1,ids-176-3-500-1,Spanish,FOWL,ave,ave,a β e,,IDS;Miller2023,,,^ave$,Spanish,ave,,,,,,,,,
Spanish-ROOSTER-1,ids-176-3-520-1,Spanish,ROOSTER,gallo,gallo,g a ʝ o,,IDS;Miller2023,,,^gallo$,Spanish,gallo,,,,,,,,,
Spanish-HEN-1,ids-176-3-540-1,Spanish,HEN,gallina,gallina,g a ʝ i n a,,IDS;Miller2023,,,^gallina$,Spanish,gallina,,,,,,,,,
Spanish-CHICKEN-1,ids-176-3-550-1,Spanish,CHICKEN,pollo,pollo,p o ʝ o,,IDS;Miller2023,,,^pollo$,Spanish,pollo,,,,,,,,,
Spanish-GOOSE-1,ids-176-3-560-1,Spanish,GOOSE,ganso,ganso,g a n s o,,IDS;Miller2023,,,^ganso$,Spanish,ganso,,,,,,,,,
Spanish-DUCK-1,ids-176-3-570-1,Spanish,DUCK,pato,pato,p a t o,,IDS;Miller2023,,,^pato$,Spanish,pato; ánade,,,,,,,,,
Spanish-DUCK-2,ids-176-3-570-2,Spanish,DUCK,ánade,ánade,a n a ð e,,IDS;Miller2023,,,^ánade$,Spanish,pato; ánade,,,,,,,,,
Spanish-NEST-1,ids-176-3-580-1,Spanish,NEST,nido,nido,n i ð o,,IDS;Miller2023,,,^nido$,Spanish,nido,,,,,,,,,
Spanish-BIRD-1,ids-176-3-581-1,Spanish,BIRD,pájaro,pájaro,p a x a ɾ o,,IDS;Miller2023,,,^pájaro$,Spanish,pájaro; ave,,,,,,,,,
Spanish-BIRD-2,ids-176-3-581-2,Spanish,BIRD,ave,ave,a β e,,IDS;Miller2023,,,^ave$,Spanish,pájaro; ave,,,,,,,,,
Spanish-SEAGULL-1,ids-176-3-582-1,Spanish,SEAGULL,gaviota,gaviota,g a β j o t a,,IDS;Miller2023,,,^gaviota$,Spanish,gaviota,,,,,,,,,
Spanish-HERON-1,ids-176-3-583-1,Spanish,HERON,garza,garza,g a ɾ s a,,IDS;Miller2023,,,^garza$,Spanish,garza,,,,,,,,,
Spanish-EAGLE-1,ids-176-3-584-1,Spanish,EAGLE,águila,águila,a ɣ i l a,,IDS;Miller2023,,,^águila$,Spanish,águila,,,,,,,,,
Spanish-HAWK-1,ids-176-3-585-1,Spanish,HAWK,gavilán,gavilán,g a β i l a n,,IDS;Miller2023,,,^gavilán$,Spanish,gavilán; halcón,,,,,,,,,
Spanish-HAWK-2,ids-176-3-585-2,Spanish,HAWK,halcón,halcón,a l k o n,,IDS;Miller2023,,,^halcón$,Spanish,gavilán; halcón,,,,,,,,,
Spanish-VULTURE-1,ids-176-3-586-1,Spanish,VULTURE,buitre,buitre,b w i t ɾ e,,IDS;Miller2023,,,^buitre$,Spanish,buitre,,,,,,,,,
Spanish-BAT-1,ids-176-3-591-1,Spanish,BAT,murciélago,murciélago,m u ɾ s j e l a ɣ o,,IDS;Miller2023,,,^murciélago$,Spanish,murciélago,,,,,,,,,
Spanish-PARROT-1,ids-176-3-592-1,Spanish,PARROT,loro,loro,l o ɾ o,,IDS;Miller2023,,,^loro$,Spanish,loro; papagayo,,,,,,,,,
Spanish-PARROT-2,ids-176-3-592-2,Spanish,PARROT,papagayo,papagayo,p a p a ɣ a ʝ o,,IDS;Miller2023,,,^papagayo$,Spanish,loro; papagayo,,,,,,,,,
Spanish-CROW-1,ids-176-3-593-1,Spanish,CROW,cuervo,cuervo,k w ɛ ɾ β o,,IDS;Miller2023,,,^cuervo$,Spanish,cuervo,,,,,,,,,
Spanish-DOVE-1,ids-176-3-594-1,Spanish,DOVE,paloma,paloma,p a l o m a,,IDS;Miller2023,,,^paloma$,Spanish,paloma,,,,,,,,,
Spanish-OWL-1,ids-176-3-596-1,Spanish,OWL,lechuza,lechuza,l e tʃ u s a,,IDS;Miller2023,,,^lechuza$,Spanish,lechuza; buho,,,,,,,,,
Spanish-OWL-2,ids-176-3-596-2,Spanish,OWL,buho,buho,b u o,,IDS;Miller2023,,,^buho$,Spanish,lechuza; buho,,,,,,,,,
Spanish-DOG-1,ids-176-3-610-1,Spanish,DOG,perro,perro,p ɛ r o,,IDS;Miller2023,,,^perro$,Spanish,perro,,,,,,,,,
Spanish-RABBIT-1,ids-176-3-614-1,Spanish,RABBIT,conejo,conejo,k o n e x o,,IDS;Miller2023,,,^conejo$,Spanish,conejo,,,,,,,,,
Spanish-CAT-1,ids-176-3-620-1,Spanish,CAT,gato,gato,g a t o,,IDS;Miller2023,,,^gato$,Spanish,gato,,,,,,,,,
Spanish-OPOSSUM-1,ids-176-3-622-1,Spanish,OPOSSUM,zarigüeya,zarigüeya,s a ɾ i ɣ w e ʝ a,,IDS;Miller2023,,,^zarigüeya$,Spanish,zarigüeya,,,,,,,,,
Spanish-MUROIDMOUSEORRAT-1,ids-176-3-630-1,Spanish,MUROIDMOUSEORRAT,ratón,ratón,r a t o n,,IDS;Miller2023,,,^ratón$,Spanish,"ratón, rata",,,,,,,,,
Spanish-MUROIDMOUSEORRAT-2,ids-176-3-630-2,Spanish,MUROIDMOUSEORRAT,rata,rata,r a t a,,IDS;Miller2023,,,^rata$,Spanish,"ratón, rata",,,,,,,,,
Spanish-FISH-1,ids-176-3-650-1,Spanish,FISH,pez,pez,p e s,,IDS;Miller2023,,,^pez$,Spanish,"pez, pescado",,,,,,,,,
Spanish-FISH-2,ids-176-3-650-2,Spanish,FISH,pescado,pescado,p ɛ s k a ð o,,IDS;Miller2023,,,^pescado$,Spanish,"pez, pescado",,,,,,,,,
Spanish-FIN-1,ids-176-3-652-1,Spanish,FIN,aleta,aleta,a l ɛ t a,,IDS;Miller2023,,,^aleta$,Spanish,aleta,,,,,,,,,
Spanish-SCALE-1,ids-176-3-653-1,Spanish,SCALE,escama,escama,ɛ s k a m a,,IDS;Miller2023,,,^escama$,Spanish,escama,,,,,,,,,
Spanish-GILL-1,ids-176-3-654-1,Spanish,GILL,agalla,agalla,a ɣ a ʝ a,,IDS;Miller2023,,,^agalla$,Spanish,agalla,,,,,,,,,
Spanish-SHELL-1,ids-176-3-655-1,Spanish,SHELL,valva,valva,b a l β a,,IDS;Miller2023,,,^valva$,Spanish,valva,,,,,,,,,
Spanish-SHARK-1,ids-176-3-661-1,Spanish,SHARK,tiburón,tiburón,t i β u ɾ o n,,IDS;Miller2023,,,^tiburón$,Spanish,tiburón,,,,,,,,,
Spanish-DOLPHIN-1,ids-176-3-662-1,Spanish,DOLPHIN,delfín,delfín,d ɛ l f i n,,IDS;Miller2023,,,^delfín$,Spanish,delfín,,,,,,,,,
Spanish-WHALE-1,ids-176-3-663-1,Spanish,WHALE,ballena,ballena,b a ʝ e n a,,IDS;Miller2023,,,^ballena$,Spanish,ballena,,,,,,,,,
Spanish-STINGRAY-1,ids-176-3-664-1,Spanish,STINGRAY,raya,raya,r a ʝ a,,IDS;Miller2023,,,^raya$,Spanish,raya; pastinaca,,,,,,,,,
Spanish-STINGRAY-2,ids-176-3-664-2,Spanish,STINGRAY,pastinaca,pastinaca,p a s t i n a k a,,IDS;Miller2023,,,^pastinaca$,Spanish,raya; pastinaca,,,,,,,,,
Spanish-FRESHWATEREEL-1,ids-176-3-665-1,Spanish,FRESHWATEREEL,anguila de agua dulce,anguila_de_agua_dulce,a n g i l a + ð e + a ɣ w a + ð u l s e,,IDS;Miller2023,,,^anguila_de_agua_dulce$,Spanish,anguila de agua dulce,,,,,,,,,
Spanish-WOLF-1,ids-176-3-710-1,Spanish,WOLF,lobo,lobo,l o β o,,IDS;Miller2023,,,^lobo$,Spanish,lobo,,,,,,,,,
Spanish-LION-1,ids-176-3-720-1,Spanish,LION,león,león,l e o n,,IDS;Miller2023,,,^león$,Spanish,león,,,,,,,,,
Spanish-BEAR-1,ids-176-3-730-1,Spanish,BEAR,oso,oso,o s o,,IDS;Miller2023,,,^oso$,Spanish,oso,,,,,,,,,
Spanish-FOX-1,ids-176-3-740-1,Spanish,FOX,zorro,zorro,s o r o,,IDS;Miller2023,,,^zorro$,Spanish,zorro,,,,,,,,,
Spanish-DEER-1,ids-176-3-750-1,Spanish,DEER,venado,venado,b e n a ð o,,IDS;Miller2023,,,^venado$,Spanish,venado; ciervo/a,,,,,,,,,
Spanish-DEER-2,ids-176-3-750-2,Spanish,DEER,ciervo,ciervo,s j ɛ ɾ β o,,IDS;Miller2023,,,^ciervo$,Spanish,venado; ciervo/a,,,,,,,,,
Spanish-DEER-3,ids-176-3-750-3,Spanish,DEER,a,a,a,,IDS;Miller2023,,,^a$,Spanish,venado; ciervo/a,,,,,,,,,
Spanish-MONKEY-1,ids-176-3-760-1,Spanish,MONKEY,mono,mono,m o n o,,IDS;Miller2023,,,^mono$,Spanish,mono,,,,,,,,,
Spanish-ELEPHANT-1,ids-176-3-770-1,Spanish,ELEPHANT,elefante,elefante,e l e f a n t e,,IDS;Miller2023,,,^elefante$,Spanish,elefante,,,,,,,,,
Spanish-CAMEL-1,ids-176-3-780-1,Spanish,CAMEL,camello,camello,k a m e ʝ o,,IDS;Miller2023,,,^camello$,Spanish,camello,,,,,,,,,
