ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Value_in_Source,ConceptInSource,Borrowed,Borrowed_Score,Borrowed_Base,Age,Age_Score,Donor_Language,Donor_Meaning,Donor_Value
Spanish-ENVY-2,ids-176-16-440-2,Spanish,ENVY,celos,celos,s e l o s,,IDS;Miller2023,,,^celos$,Spanish,envidia; celos,,,,,,,,,
Spanish-SHAME-1,ids-176-16-450-1,Spanish,SHAME,vergüenza,vergüenza,b ɛ ɾ ɣ w e n s a,,IDS;Miller2023,,,^vergüenza$,Spanish,vergüenza,,,,,,,,,
Spanish-PROUD-1,ids-176-16-480-1,Spanish,PROUD,orgulloso,orgulloso,o ɾ ɣ u ʝ o s o,,IDS;Miller2023,,,^orgulloso$,Spanish,orgulloso,,,,,,,,,
Spanish-DARE-1,ids-176-16-510-1,Spanish,DARE,osar,osar,o s a ɾ,,IDS;Miller2023,,,^osar$,Spanish,osar; atreverse,,,,,,,,,
Spanish-DARE-2,ids-176-16-510-2,Spanish,DARE,atreverse,atreverse,a t ɾ e β ɛ ɾ s e,,IDS;Miller2023,,,^atreverse$,Spanish,osar; atreverse,,,,,,,,,
Spanish-BRAVE-1,ids-176-16-520-1,Spanish,BRAVE,valiente,valiente,b a l j e n t e,,IDS;Miller2023,,,^valiente$,Spanish,valiente,,,,,,,,,
Spanish-FEARFRIGHT-1,ids-176-16-530-1,Spanish,FEARFRIGHT,miedo,miedo,m j e ð o,,IDS;Miller2023,,,^miedo$,Spanish,miedo; susto,,,,,,,,,
Spanish-FEARFRIGHT-2,ids-176-16-530-2,Spanish,FEARFRIGHT,susto,susto,s u s t o,,IDS;Miller2023,,,^susto$,Spanish,miedo; susto,,,,,,,,,
Spanish-DANGER-1,ids-176-16-540-1,Spanish,DANGER,peligro,peligro,p e l i ɣ ɾ o,,IDS;Miller2023,,,^peligro$,Spanish,peligro,,,,,,,,,
Spanish-WANT-1,ids-176-16-620-1,Spanish,WANT,anhelar,anhelar,a n e l a ɾ,,IDS;Miller2023,,,^anhelar$,Spanish,anhelar; desear,,,,,,,,,
Spanish-WANT-2,ids-176-16-620-2,Spanish,WANT,desear,desear,d e s e a ɾ,,IDS;Miller2023,,,^desear$,Spanish,anhelar; desear,,,,,,,,,
Spanish-CHOOSE-1,ids-176-16-622-1,Spanish,CHOOSE,escoger,escoger,ɛ s k o x ɛ ɾ,,IDS;Miller2023,,,^escoger$,Spanish,escoger; elegir,,,,,,,,,
Spanish-CHOOSE-2,ids-176-16-622-2,Spanish,CHOOSE,elegir,elegir,e l e x i ɾ,,IDS;Miller2023,,,^elegir$,Spanish,escoger; elegir,,,,,,,,,
Spanish-HOPE-1,ids-176-16-630-1,Spanish,HOPE,esperanza,esperanza,ɛ s p ɛ ɾ a n s a,,IDS;Miller2023,,,^esperanza$,Spanish,esperanza,,,,,,,,,
Spanish-FAITHFUL-1,ids-176-16-650-1,Spanish,FAITHFUL,fiel,fiel,f j ɛ l,,IDS;Miller2023,,,^fiel$,Spanish,fiel,,,,,,,,,
Spanish-TRUE-1,ids-176-16-660-1,Spanish,TRUE,verdadero,verdadero,b ɛ ɾ ð a ð ɛ ɾ o,,IDS;Miller2023,,,^verdadero$,Spanish,verdadero,,,,,,,,,
Spanish-LIEMISLEAD-1,ids-176-16-670-1,Spanish,LIEMISLEAD,mentir,mentir,m e n t i ɾ,,IDS;Miller2023,,,^mentir$,Spanish,mentir,,,,,,,,,
Spanish-DECEIT-1,ids-176-16-680-1,Spanish,DECEIT,engaɲo,engaɲo,e n g a ɲ o,,IDS;Miller2023,,,^engaɲo$,Spanish,engaɲo,,,,,,,,,
Spanish-FORGIVE-1,ids-176-16-690-1,Spanish,FORGIVE,perdonar,perdonar,p ɛ ɾ ð o n a ɾ,,IDS;Miller2023,,,^perdonar$,Spanish,perdonar,,,,,,,,,
Spanish-GOOD-1,ids-176-16-710-1,Spanish,GOOD,bueno,bueno,b w e n o,,IDS;Miller2023,,,^bueno$,Spanish,bueno,,,,,,,,,
Spanish-BAD-1,ids-176-16-720-1,Spanish,BAD,malo,malo,m a l o,,IDS;Miller2023,,,^malo$,Spanish,malo,,,,,,,,,
Spanish-CORRECTRIGHT-1,ids-176-16-730-1,Spanish,CORRECTRIGHT,correcto,correcto,k o r e k t o,,IDS;Miller2023,,,^correcto$,Spanish,correcto,,,,,,,,,
Spanish-WRONG-1,ids-176-16-740-1,Spanish,WRONG,incorrecto,incorrecto,i n k o r e k t o,,IDS;Miller2023,,,^incorrecto$,Spanish,incorrecto; falso,,,,,,,,,
Spanish-WRONG-2,ids-176-16-740-2,Spanish,WRONG,falso,falso,f a l s o,,IDS;Miller2023,,,^falso$,Spanish,incorrecto; falso,,,,,,,,,
Spanish-FAULT-1,ids-176-16-760-1,Spanish,FAULT,culpa,culpa,k u l p a,,IDS;Miller2023,,,^culpa$,Spanish,culpa,,,,,,,,,
Spanish-MISTAKE-1,ids-176-16-770-1,Spanish,MISTAKE,equivocación,equivocación,e k i β o k a s j o n,,IDS;Miller2023,,,^equivocación$,Spanish,equivocación; error,,,,,,,,,
Spanish-MISTAKE-2,ids-176-16-770-2,Spanish,MISTAKE,error,error,ɛ r o ɾ,,IDS;Miller2023,,,^error$,Spanish,equivocación; error,,,,,,,,,
Spanish-BLAME-1,ids-176-16-780-1,Spanish,BLAME,culpa,culpa,k u l p a,,IDS;Miller2023,,,^culpa$,Spanish,culpa; censura,,,,,,,,,
Spanish-BLAME-2,ids-176-16-780-2,Spanish,BLAME,censura,censura,s e n s u ɾ a,,IDS;Miller2023,,,^censura$,Spanish,culpa; censura,,,,,,,,,
Spanish-PRAISE-1,ids-176-16-790-1,Spanish,PRAISE,exaltar,exaltar,ɛ k s a l t a ɾ,,IDS;Miller2023,,,^exaltar$,Spanish,exaltar; alabar,,,,,,,,,
Spanish-PRAISE-2,ids-176-16-790-2,Spanish,PRAISE,alabar,alabar,a l a β a ɾ,,IDS;Miller2023,,,^alabar$,Spanish,exaltar; alabar,,,,,,,,,
Spanish-BEAUTIFUL-1,ids-176-16-810-1,Spanish,BEAUTIFUL,hermoso,hermoso,ɛ ɾ m o s o,,IDS;Miller2023,,,^hermoso$,Spanish,hermoso; bonito; lindo,,,,,,,,,
Spanish-BEAUTIFUL-2,ids-176-16-810-2,Spanish,BEAUTIFUL,bonito,bonito,b o n i t o,,IDS;Miller2023,,,^bonito$,Spanish,hermoso; bonito; lindo,,,,,,,,,
Spanish-BEAUTIFUL-3,ids-176-16-810-3,Spanish,BEAUTIFUL,lindo,lindo,l i n d o,,IDS;Miller2023,,,^lindo$,Spanish,hermoso; bonito; lindo,,,,,,,,,
Spanish-UGLY-1,ids-176-16-820-1,Spanish,UGLY,feo,feo,f e o,,IDS;Miller2023,,,^feo$,Spanish,feo,,,,,,,,,
Spanish-GREEDY-1,ids-176-16-830-1,Spanish,GREEDY,codicioso,codicioso,k o ð i s j o s o,,IDS;Miller2023,,,^codicioso$,Spanish,codicioso; voraz,,,,,,,,,
Spanish-GREEDY-2,ids-176-16-830-2,Spanish,GREEDY,voraz,voraz,b o ɾ a s,,IDS;Miller2023,,,^voraz$,Spanish,codicioso; voraz,,,,,,,,,
Spanish-CLEVER-1,ids-176-16-840-1,Spanish,CLEVER,hábil,hábil,a β i l,,IDS;Miller2023,,,^hábil$,Spanish,hábil; capaz,,,,,,,,,
Spanish-CLEVER-2,ids-176-16-840-2,Spanish,CLEVER,capaz,capaz,k a p a s,,IDS;Miller2023,,,^capaz$,Spanish,hábil; capaz,,,,,,,,,
Spanish-MIND-1,ids-176-17-110-1,Spanish,MIND,mente,mente,m e n t e,,IDS;Miller2023,,,^mente$,Spanish,mente; pensamiento,,,,,,,,,
Spanish-MIND-2,ids-176-17-110-2,Spanish,MIND,pensamiento,pensamiento,p e n s a m j e n t o,,IDS;Miller2023,,,^pensamiento$,Spanish,mente; pensamiento,,,,,,,,,
Spanish-THINKREFLECT-1,ids-176-17-130-1,Spanish,THINKREFLECT,pensar,pensar,p e n s a ɾ,,IDS;Miller2023,,,^pensar$,Spanish,pensar,,,,,,,,,
Spanish-THINKBELIEVE-1,ids-176-17-140-1,Spanish,THINKBELIEVE,creer,creer,k ɾ e ɛ ɾ,,IDS;Miller2023,,,^creer$,Spanish,creer; suponer,,,,,,,,,
Spanish-THINKBELIEVE-2,ids-176-17-140-2,Spanish,THINKBELIEVE,suponer,suponer,s u p o n ɛ ɾ,,IDS;Miller2023,,,^suponer$,Spanish,creer; suponer,,,,,,,,,
Spanish-BELIEVE-1,ids-176-17-150-1,Spanish,BELIEVE,creer,creer,k ɾ e ɛ ɾ,,IDS;Miller2023,,,^creer$,Spanish,creer,,,,,,,,,
Spanish-UNDERSTAND-1,ids-176-17-160-1,Spanish,UNDERSTAND,entender,entender,e n t e n d ɛ ɾ,,IDS;Miller2023,,,^entender$,Spanish,entender; comprender,,,,,,,,,
Spanish-UNDERSTAND-2,ids-176-17-160-2,Spanish,UNDERSTAND,comprender,comprender,k o m p ɾ e n d ɛ ɾ,,IDS;Miller2023,,,^comprender$,Spanish,entender; comprender,,,,,,,,,
Spanish-KNOWSOMETHING-1,ids-176-17-170-1,Spanish,KNOWSOMETHING,saber,saber,s a β ɛ ɾ,,IDS;Miller2023,,,^saber$,Spanish,saber; conocer,,,,,,,,,
Spanish-KNOWSOMETHING-2,ids-176-17-170-2,Spanish,KNOWSOMETHING,conocer,conocer,k o n o s ɛ ɾ,,IDS;Miller2023,,,^conocer$,Spanish,saber; conocer,,,,,,,,,
Spanish-GUESS-1,ids-176-17-171-1,Spanish,GUESS,adivinar,adivinar,a ð i β i n a ɾ,,IDS;Miller2023,,,^adivinar$,Spanish,adivinar; acertar,,,,,,,,,
Spanish-GUESS-2,ids-176-17-171-2,Spanish,GUESS,acertar,acertar,a s ɛ ɾ t a ɾ,,IDS;Miller2023,,,^acertar$,Spanish,adivinar; acertar,,,,,,,,,
Spanish-IMITATE-1,ids-176-17-172-1,Spanish,IMITATE,imitar,imitar,i m i t a ɾ,,IDS;Miller2023,,,^imitar$,Spanish,imitar,,,,,,,,,
Spanish-SEEM-1,ids-176-17-180-1,Spanish,SEEM,parecer,parecer,p a ɾ e s ɛ ɾ,,IDS;Miller2023,,,^parecer$,Spanish,parecer,,,,,,,,,
Spanish-IDEA-1,ids-176-17-190-1,Spanish,IDEA,idea,idea,i ð e a,,IDS;Miller2023,,,^idea$,Spanish,idea; concepto,,,,,,,,,
Spanish-IDEA-2,ids-176-17-190-2,Spanish,IDEA,concepto,concepto,k o n s e p t o,,IDS;Miller2023,,,^concepto$,Spanish,idea; concepto,,,,,,,,,
Spanish-WISE-1,ids-176-17-210-1,Spanish,WISE,sabio,sabio,s a β j o,,IDS;Miller2023,,,^sabio$,Spanish,sabio,,,,,,,,,
Spanish-STUPID-1,ids-176-17-220-1,Spanish,STUPID,necio,necio,n e s j o,,IDS;Miller2023,,,^necio$,Spanish,necio; estúpido; tonto,,,,,,,,,
Spanish-STUPID-2,ids-176-17-220-2,Spanish,STUPID,estúpido,estúpido,ɛ s t u p i ð o,,IDS;Miller2023,,,^estúpido$,Spanish,necio; estúpido; tonto,,,,,,,,,
Spanish-STUPID-3,ids-176-17-220-3,Spanish,STUPID,tonto,tonto,t o n t o,,IDS;Miller2023,,,^tonto$,Spanish,necio; estúpido; tonto,,,,,,,,,
Spanish-MAD-1,ids-176-17-230-1,Spanish,MAD,loco,loco,l o k o,,IDS;Miller2023,,,^loco$,Spanish,loco; insano,,,,,,,,,
Spanish-MAD-2,ids-176-17-230-2,Spanish,MAD,insano,insano,i n s a n o,,IDS;Miller2023,,,^insano$,Spanish,loco; insano,,,,,,,,,
Spanish-LEARN-1,ids-176-17-240-1,Spanish,LEARN,aprender,aprender,a p ɾ e n d ɛ ɾ,,IDS;Miller2023,,,^aprender$,Spanish,aprender,,,,,,,,,
Spanish-STUDY-1,ids-176-17-242-1,Spanish,STUDY,estudiar,estudiar,ɛ s t u ð j a ɾ,,IDS;Miller2023,,,^estudiar$,Spanish,estudiar,,,,,,,,,
Spanish-TEACH-1,ids-176-17-250-1,Spanish,TEACH,enseɲar,enseɲar,e n s e ɲ a ɾ,,IDS;Miller2023,,,^enseɲar$,Spanish,enseɲar,,,,,,,,,
Spanish-PUPILSTUDENT-1,ids-176-17-260-1,Spanish,PUPILSTUDENT,alumno,alumno,a l u m n o,,IDS;Miller2023,,,^alumno$,Spanish,alumno,,,,,,,,,
Spanish-TEACHER-1,ids-176-17-270-1,Spanish,TEACHER,profesor,profesor,p ɾ o f e s o ɾ,,IDS;Miller2023,,,^profesor$,Spanish,profesor; maestro,,,,,,,,,
Spanish-TEACHER-2,ids-176-17-270-2,Spanish,TEACHER,maestro,maestro,m a ɛ s t ɾ o,,IDS;Miller2023,,,^maestro$,Spanish,profesor; maestro,,,,,,,,,
Spanish-SCHOOL-1,ids-176-17-280-1,Spanish,SCHOOL,escuela,escuela,ɛ s k w e l a,,IDS;Miller2023,,,^escuela$,Spanish,escuela; colegio,,,,,,,,,
Spanish-SCHOOL-2,ids-176-17-280-2,Spanish,SCHOOL,colegio,colegio,k o l e x j o,,IDS;Miller2023,,,^colegio$,Spanish,escuela; colegio,,,,,,,,,
Spanish-REMEMBER-1,ids-176-17-310-1,Spanish,REMEMBER,recordar,recordar,r e k o ɾ ð a ɾ,,IDS;Miller2023,,,^recordar$,Spanish,recordar; acordarse,,,,,,,,,
Spanish-REMEMBER-2,ids-176-17-310-2,Spanish,REMEMBER,acordarse,acordarse,a k o ɾ ð a ɾ s e,,IDS;Miller2023,,,^acordarse$,Spanish,recordar; acordarse,,,,,,,,,
Spanish-FORGET-1,ids-176-17-320-1,Spanish,FORGET,olvidar,olvidar,o l β i ð a ɾ,,IDS;Miller2023,,,^olvidar$,Spanish,olvidar,,,,,,,,,
Spanish-CLEAR-1,ids-176-17-340-1,Spanish,CLEAR,claro,claro,k l a ɾ o,,IDS;Miller2023,,,^claro$,Spanish,claro; evidente,,,,,,,,,
Spanish-CLEAR-2,ids-176-17-340-2,Spanish,CLEAR,evidente,evidente,e β i ð e n t e,,IDS;Miller2023,,,^evidente$,Spanish,claro; evidente,,,,,,,,,
Spanish-OBSCURE-1,ids-176-17-350-1,Spanish,OBSCURE,obscuro,obscuro,o β s k u ɾ o,,IDS;Miller2023,,,^obscuro$,Spanish,obscuro,,,,,,,,,
Spanish-SECRET-1,ids-176-17-360-1,Spanish,SECRET,secreto,secreto,s e k ɾ ɛ t o,,IDS;Miller2023,,,^secreto$,Spanish,secreto,,,,,,,,,
Spanish-CERTAIN-1,ids-176-17-370-1,Spanish,CERTAIN,seguro,seguro,s e ɣ u ɾ o,,IDS;Miller2023,,,^seguro$,Spanish,seguro; cierto,,,,,,,,,
Spanish-CERTAIN-2,ids-176-17-370-2,Spanish,CERTAIN,cierto,cierto,s j ɛ ɾ t o,,IDS;Miller2023,,,^cierto$,Spanish,seguro; cierto,,,,,,,,,
Spanish-EXPLAIN-1,ids-176-17-380-1,Spanish,EXPLAIN,explicar,explicar,ɛ k s p l i k a ɾ,,IDS;Miller2023,,,^explicar$,Spanish,explicar,,,,,,,,,
Spanish-INTENTION-1,ids-176-17-410-1,Spanish,INTENTION,propósito,propósito,p ɾ o p o s i t o,,IDS;Miller2023,,,^propósito$,Spanish,propósito; intención,,,,,,,,,
Spanish-INTENTION-2,ids-176-17-410-2,Spanish,INTENTION,intención,intención,i n t e n s j o n,,IDS;Miller2023,,,^intención$,Spanish,propósito; intención,,,,,,,,,
Spanish-CAUSE-1,ids-176-17-420-1,Spanish,CAUSE,causar,causar,k a u s a ɾ,,IDS;Miller2023,,,^causar$,Spanish,causar,,,,,,,,,
Spanish-DOUBT-1,ids-176-17-430-1,Spanish,DOUBT,dudar,dudar,d u ð a ɾ,,IDS;Miller2023,,,^dudar$,Spanish,dudar,,,,,,,,,
Spanish-SUSPECT-1,ids-176-17-440-1,Spanish,SUSPECT,sospechar,sospechar,s o s p e tʃ a ɾ,,IDS;Miller2023,,,^sospechar$,Spanish,sospechar,,,,,,,,,
Spanish-BETRAY-1,ids-176-17-441-1,Spanish,BETRAY,traicionar,traicionar,t ɾ a i s j o n a ɾ,,IDS;Miller2023,,,^traicionar$,Spanish,traicionar,,,,,,,,,
Spanish-NEEDNOUN-1,ids-176-17-450-1,Spanish,NEEDNOUN,necesidad,necesidad,n e s e s i ð a ð,,IDS;Miller2023,,,^necesidad$,Spanish,necesidad,,,,,,,,,
Spanish-EASY-1,ids-176-17-460-1,Spanish,EASY,fácil,fácil,f a s i l,,IDS;Miller2023,,,^fácil$,Spanish,fácil,,,,,,,,,
Spanish-DIFFICULT-1,ids-176-17-470-1,Spanish,DIFFICULT,difícil,difícil,d i f i s i l,,IDS;Miller2023,,,^difícil$,Spanish,difícil,,,,,,,,,
Spanish-TRY-1,ids-176-17-480-1,Spanish,TRY,tratar,tratar,t ɾ a t a ɾ,,IDS;Miller2023,,,^tratar$,Spanish,tratar; probar,,,,,,,,,
Spanish-TRY-2,ids-176-17-480-2,Spanish,TRY,probar,probar,p ɾ o β a ɾ,,IDS;Miller2023,,,^probar$,Spanish,tratar; probar,,,,,,,,,
Spanish-MANNER-1,ids-176-17-490-1,Spanish,MANNER,modo,modo,m o ð o,,IDS;Miller2023,,,^modo$,Spanish,modo; manera,,,,,,,,,
Spanish-MANNER-2,ids-176-17-490-2,Spanish,MANNER,manera,manera,m a n ɛ ɾ a,,IDS;Miller2023,,,^manera$,Spanish,modo; manera,,,,,,,,,
Spanish-AND-1,ids-176-17-510-1,Spanish,AND,y,y,i,,IDS;Miller2023,,,^y$,Spanish,y,,,,,,,,,
Spanish-BECAUSE-1,ids-176-17-520-1,Spanish,BECAUSE,porque,porque,p o ɾ k e,,IDS;Miller2023,,,^porque$,Spanish,porque,,,,,,,,,
Spanish-IF-1,ids-176-17-530-1,Spanish,IF,si,si,s i,,IDS;Miller2023,,,^si$,Spanish,si,,,,,,,,,
Spanish-OR-1,ids-176-17-540-1,Spanish,OR,o,o,o,,IDS;Miller2023,,,^o$,Spanish,o,,,,,,,,,
Spanish-YES-1,ids-176-17-550-1,Spanish,YES,sí,sí,s i,,IDS;Miller2023,,,^sí$,Spanish,sí; afirmativo,,,,,,,,,
Spanish-YES-2,ids-176-17-550-2,Spanish,YES,afirmativo,afirmativo,a f i ɾ m a t i β o,,IDS;Miller2023,,,^afirmativo$,Spanish,sí; afirmativo,,,,,,,,,
Spanish-NO-1,ids-176-17-560-1,Spanish,NO,no,no,n o,,IDS;Miller2023,,,^no$,Spanish,no; negativo,,,,,,,,,
Spanish-NO-2,ids-176-17-560-2,Spanish,NO,negativo,negativo,n e ɣ a t i β o,,IDS;Miller2023,,,^negativo$,Spanish,no; negativo,,,,,,,,,
Spanish-HOW-1,ids-176-17-610-1,Spanish,HOW,cómo,cómo,k o m o,,IDS;Miller2023,,,^cómo$,Spanish,¿cómo?,,,,,,,,,
Spanish-HOWMANYPIECES-1,ids-176-17-620-1,Spanish,HOWMANYPIECES,cuántos,cuántos,k w a n t o s,,IDS;Miller2023,,,^cuántos$,Spanish,¿cuántos?,,,,,,,,,
Spanish-HOWMUCH-1,ids-176-17-630-1,Spanish,HOWMUCH,cuánto,cuánto,k w a n t o,,IDS;Miller2023,,,^cuánto$,Spanish,¿cuánto?,,,,,,,,,
Spanish-WHAT-1,ids-176-17-640-1,Spanish,WHAT,qué,qué,k e,,IDS;Miller2023,,,^qué$,Spanish,¿qué?,,,,,,,,,
Spanish-WHEN-1,ids-176-17-650-1,Spanish,WHEN,cuándo,cuándo,k w a n d o,,IDS;Miller2023,,,^cuándo$,Spanish,¿cuándo?,,,,,,,,,
Spanish-WHERE-1,ids-176-17-660-1,Spanish,WHERE,dónde,dónde,d o n d e,,IDS;Miller2023,,,^dónde$,Spanish,¿dónde?,,,,,,,,,
Spanish-WHICH-1,ids-176-17-670-1,Spanish,WHICH,cuál,cuál,k w a l,,IDS;Miller2023,,,^cuál$,Spanish,¿cuál?,,,,,,,,,
Spanish-WHO-1,ids-176-17-680-1,Spanish,WHO,quién,quién,k j e n,,IDS;Miller2023,,,^quién$,Spanish,¿quién?,,,,,,,,,
Spanish-WHY-1,ids-176-17-690-1,Spanish,WHY,por qué,por_qué,p o ɾ + k e,,IDS;Miller2023,,,^por_qué$,Spanish,¿por qué?,,,,,,,,,
Spanish-VOICE-1,ids-176-18-110-1,Spanish,VOICE,voz,voz,b o s,,IDS;Miller2023,,,^voz$,Spanish,voz,,,,,,,,,
Spanish-SING-1,ids-176-18-120-1,Spanish,SING,cantar,cantar,k a n t a ɾ,,IDS;Miller2023,,,^cantar$,Spanish,cantar,,,,,,,,,
Spanish-SHOUT-1,ids-176-18-130-1,Spanish,SHOUT,gritar,gritar,g ɾ i t a ɾ,,IDS;Miller2023,,,^gritar$,Spanish,gritar,,,,,,,,,
Spanish-WHISPER-1,ids-176-18-150-1,Spanish,WHISPER,cuchichear,cuchichear,k u tʃ i tʃ e a ɾ,,IDS;Miller2023,,,^cuchichear$,Spanish,cuchichear,,,,,,,,,
Spanish-MUMBLE-1,ids-176-18-160-1,Spanish,MUMBLE,barbotar,barbotar,b a ɾ β o t a ɾ,,IDS;Miller2023,,,^barbotar$,Spanish,barbotar; hablar entre dientes,,,,,,,,,
Spanish-MUMBLE-2,ids-176-18-160-2,Spanish,MUMBLE,hablar entre dientes,hablar_entre_dientes,a β l a ɾ + e n t ɾ e + ð j e n t e s,,IDS;Miller2023,,,^hablar_entre_dientes$,Spanish,barbotar; hablar entre dientes,,,,,,,,,
Spanish-WHISTLE-1,ids-176-18-170-1,Spanish,WHISTLE,silbar,silbar,s i l β a ɾ,,IDS;Miller2023,,,^silbar$,Spanish,silbar; chiflar,,,,,,,,,
Spanish-WHISTLE-2,ids-176-18-170-2,Spanish,WHISTLE,chiflar,chiflar,tʃ i f l a ɾ,,IDS;Miller2023,,,^chiflar$,Spanish,silbar; chiflar,,,,,,,,,
Spanish-SHRIEK-1,ids-176-18-180-1,Spanish,SHRIEK,chillar,chillar,tʃ i ʝ a ɾ,,IDS;Miller2023,,,^chillar$,Spanish,chillar,,,,,,,,,
Spanish-HOWL-1,ids-176-18-190-1,Spanish,HOWL,aullar,aullar,a u ʝ a ɾ,,IDS;Miller2023,,,^aullar$,Spanish,aullar,,,,,,,,,
Spanish-SPEAK-1,ids-176-18-210-1,Spanish,SPEAK,hablar,hablar,a β l a ɾ,,IDS;Miller2023,,,^hablar$,Spanish,hablar,,,,,,,,,
Spanish-STUTTER-1,ids-176-18-211-1,Spanish,STUTTER,tartamudear,tartamudear,t a ɾ t a m u ð e a ɾ,,IDS;Miller2023,,,^tartamudear$,Spanish,tartamudear; balbucear,,,,,,,,,
Spanish-STUTTER-2,ids-176-18-211-2,Spanish,STUTTER,balbucear,balbucear,b a l β u s e a ɾ,,IDS;Miller2023,,,^balbucear$,Spanish,tartamudear; balbucear,,,,,,,,,
Spanish-SAY-1,ids-176-18-220-1,Spanish,SAY,decir,decir,d e s i ɾ,,IDS;Miller2023,,,^decir$,Spanish,decir,,,,,,,,,
Spanish-TELL-1,ids-176-18-221-1,Spanish,TELL,narrar,narrar,n a r a ɾ,,IDS;Miller2023,,,^narrar$,Spanish,narrar; contar,,,,,,,,,
Spanish-TELL-2,ids-176-18-221-2,Spanish,TELL,contar,contar,k o n t a ɾ,,IDS;Miller2023,,,^contar$,Spanish,narrar; contar,,,,,,,,,
Spanish-SPEECH-1,ids-176-18-222-1,Spanish,SPEECH,pronunciar un discurso,pronunciar_un_discurso,p ɾ o n u n s j a ɾ + u n + d i s k u ɾ s o,,IDS;Miller2023,,,^pronunciar_un_discurso$,Spanish,pronunciar un discurso,,,,,,,,,
Spanish-BESILENT-1,ids-176-18-230-1,Spanish,BESILENT,callarse,callarse,k a ʝ a ɾ s e,,IDS;Miller2023,,,^callarse$,Spanish,callarse,,,,,,,,,
Spanish-LANGUAGE-1,ids-176-18-240-1,Spanish,LANGUAGE,lengua,lengua,l e n g w a,,IDS;Miller2023,,,^lengua$,Spanish,lengua; idioma,,,,,,,,,
Spanish-LANGUAGE-2,ids-176-18-240-2,Spanish,LANGUAGE,idioma,idioma,i ð j o m a,,IDS;Miller2023,,,^idioma$,Spanish,lengua; idioma,,,,,,,,,
Spanish-WORD-1,ids-176-18-260-1,Spanish,WORD,palabra,palabra,p a l a β ɾ a,,IDS;Miller2023,,,^palabra$,Spanish,palabra,,,,,,,,,
Spanish-NAME-1,ids-176-18-280-1,Spanish,NAME,nombre,nombre,n o m b ɾ e,,IDS;Miller2023,,,^nombre$,Spanish,nombre,,,,,,,,,
Spanish-ASKINQUIRE-1,ids-176-18-310-1,Spanish,ASKINQUIRE,preguntar,preguntar,p ɾ e ɣ u n t a ɾ,,IDS;Miller2023,,,^preguntar$,Spanish,preguntar,,,,,,,,,
Spanish-ANSWER-1,ids-176-18-320-1,Spanish,ANSWER,contestar,contestar,k o n t ɛ s t a ɾ,,IDS;Miller2023,,,^contestar$,Spanish,contestar; responder,,,,,,,,,
Spanish-ANSWER-2,ids-176-18-320-2,Spanish,ANSWER,responder,responder,r ɛ s p o n d ɛ ɾ,,IDS;Miller2023,,,^responder$,Spanish,contestar; responder,,,,,,,,,
Spanish-ADMIT-1,ids-176-18-330-1,Spanish,ADMIT,admitir,admitir,a ð m i t i ɾ,,IDS;Miller2023,,,^admitir$,Spanish,admitir; confesar; reconocer,,,,,,,,,
Spanish-ADMIT-2,ids-176-18-330-2,Spanish,ADMIT,confesar,confesar,k o m f e s a ɾ,,IDS;Miller2023,,,^confesar$,Spanish,admitir; confesar; reconocer,,,,,,,,,
Spanish-ADMIT-3,ids-176-18-330-3,Spanish,ADMIT,reconocer,reconocer,r e k o n o s ɛ ɾ,,IDS;Miller2023,,,^reconocer$,Spanish,admitir; confesar; reconocer,,,,,,,,,
Spanish-DENY-1,ids-176-18-340-1,Spanish,DENY,negar,negar,n e ɣ a ɾ,,IDS;Miller2023,,,^negar$,Spanish,negar,,,,,,,,,
Spanish-ASKREQUEST-1,ids-176-18-350-1,Spanish,ASKREQUEST,pedir,pedir,p e ð i ɾ,,IDS;Miller2023,,,^pedir$,Spanish,pedir,,,,,,,,,
Spanish-PROMISE-1,ids-176-18-360-1,Spanish,PROMISE,prometer,prometer,p ɾ o m ɛ t ɛ ɾ,,IDS;Miller2023,,,^prometer$,Spanish,prometer,,,,,,,,,
Spanish-REFUSE-1,ids-176-18-370-1,Spanish,REFUSE,rehusar,rehusar,r e u s a ɾ,,IDS;Miller2023,,,^rehusar$,Spanish,rehusar,,,,,,,,,
Spanish-FORBID-1,ids-176-18-380-1,Spanish,FORBID,prohibir,prohibir,p ɾ o i β i ɾ,,IDS;Miller2023,,,^prohibir$,Spanish,prohibir,,,,,,,,,
Spanish-SCOLD-1,ids-176-18-390-1,Spanish,SCOLD,reprender,reprender,r e p ɾ e n d ɛ ɾ,,IDS;Miller2023,,,^reprender$,Spanish,reprender,,,,,,,,,
Spanish-CALL-1,ids-176-18-410-1,Spanish,CALL,llamar,llamar,ɟ ʝ a m a ɾ,,IDS;Miller2023,,,^llamar$,Spanish,llamar,,,,,,,,,
Spanish-CALLBYNAME-1,ids-176-18-420-1,Spanish,CALLBYNAME,llamarse,llamarse,ɟ ʝ a m a ɾ s e,,IDS;Miller2023,,,^llamarse$,Spanish,llamarse,,,,,,,,,
Spanish-ANNOUNCE-1,ids-176-18-430-1,Spanish,ANNOUNCE,anunciar,anunciar,a n u n s j a ɾ,,IDS;Miller2023,,,^anunciar$,Spanish,anunciar; avisar,,,,,,,,,
