ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	BOR_ID_1	BOR_FAM_1	SOURCE_LANGUAGE_1	SOURCE_ID_1	BOR_ID_2	BOR_FAM_2	SOURCE_LANGUAGE_2	SOURCE_ID_2	BOR_ID_3	BOR_FAM_3	SOURCE_LANGUAGE_3	SOURCE_ID_3
10112	Otomi	Otomanguean	ADULTERY	nthekunthäti	nthekunthäti	n θ e k u n θ ɐ t̪ i			4 3 7 1 7 4 3 7 1 7	ACYBYMBYBZ	NDEKYNDETI	3	3.N.C 3.D.C 3.E.V 3.K.C 3.Y.V 3.N.c 3.D.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 1.3 1.1 1.75 1.3 1.75 0.8	nθekunθɐt̪i	0	0	64-Otomanguean			0	61-Otomanguean			0	54-Otomanguean		
839	Portuguese	Indo-European	ADZE	enxó	enxó	ẽ ʃ ɔ			7 3 7	XBZ	ESU	4	4.E.V 4.S.C 4.U.V	1.5 1.75 0.8	ẽʃɔ	0	0	70-Indo-European			0	67-Indo-European			59	59-Indo-European	Spanish	2544
2544	Spanish	Indo-European	ADZE	azuela	azuela	a s w e l a			7 3 6 7 5 7	XBCYBZ	ASWELA	6	6.A.V 6.S.C 6.W.C 6.E.V 6.L.C 6.A.V	1.5 1.75 1.5 1.3 1.75 0.8	aswela	0	69	69-Indo-European			66	66-Indo-European			59	59-Indo-European		
10742	ImbaburaQuechua	Quechuan	ADZE	aswila	aswila	a s w i l a	Spanish	azuela	7 3 6 7 5 7	XBCYBZ	ASWILA	1	1.A.V 1.S.C 1.W.C 1.I.V 1.L.C 1.A.V	1.5 1.75 1.5 1.3 1.75 0.8	aswila	0	69	69-Quechuan	Spanish	2544	66	66-Quechuan	Spanish	2544	59	59-Quechuan	Spanish	2544
1066	Portuguese	Indo-European	AFTER	depois	depois	d e p oi ʃ			1 7 1 7 3	AXBYN	TEPUS	4	4.T.C 4.E.V 4.P.C 4.U.V 4.S.c	2.0 1.5 1.75 1.3 0.8	depoiʃ	0	0	74-Indo-European			71	71-Indo-European	Spanish	2792	63	63-Indo-European	Spanish	2792
2792	Spanish	Indo-European	AFTER	después	después	d ɛ s p w e s			1 7 3 1 6 7 3	AXMBCYN	TESPWES	6	6.T.C 6.E.V 6.S.c 6.P.C 6.W.C 6.E.V 6.S.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	dɛspwes	0	0	74-Indo-European			71	71-Indo-European			63	63-Indo-European		
4364	Yaqui	Uto-Aztecan	AFTER	chukula	chukula	tʃ u k u l a			1 7 1 7 5 7	AXBYBZ	TYKYLA	8	8.T.C 8.Y.V 8.K.C 8.Y.V 8.L.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃukula	0	0	78-Uto-Aztecan			0	75-Uto-Aztecan			0	67-Uto-Aztecan		
7252	Qeqchi	Mayan	AFTER	moqon	moqon	m o q o n			4 7 1 7 4	AXBYN	MUKUN	5	5.M.C 5.U.V 5.K.C 5.U.V 5.N.c	2.0 1.5 1.75 1.3 0.8	moqon	0	0	75-Mayan			0	72-Mayan			0	64-Mayan		
9267	Otomi	Otomanguean	AFTER	‘mefa	‘mefa	ˀm e f a			4 7 3 7	AXBZ	MEBA	3	3.M.C 3.E.V 3.B.C 3.A.V	2.0 1.5 1.75 0.8	ˀmefa	0	0	73-Otomanguean			0	70-Otomanguean			0	62-Otomanguean		
9268	Otomi	Otomanguean	AFTER	gem’bu	gem’bu	g e m ʔ b u			1 7 4 1 1 7	AXLMBZ	KEMHPY	3	3.K.C 3.E.V 3.M.c 3.H.c 3.P.C 3.Y.V	2.0 1.5 1.1 1.1 1.75 0.8	gemʔbu	0	0	80-Otomanguean			0	77-Otomanguean			0	69-Otomanguean		
9269	Otomi	Otomanguean	AFTER	'be̲fa	'be̲fa	ˀb æ f a			1 7 3 7	AXBZ	PEBA	3	3.P.C 3.E.V 3.B.C 3.A.V	2.0 1.5 1.75 0.8	ˀbæfa	0	0	73-Otomanguean			0	70-Otomanguean			0	62-Otomanguean		
10892	ImbaburaQuechua	Quechuan	AFTER	jipa	jipa	x i p a			3 7 1 7	AXBZ	GIPA	1	1.G.C 1.I.V 1.P.C 1.A.V	2.0 1.5 1.75 0.8	xipa	0	0	71-Quechuan			0	68-Quechuan			0	60-Quechuan		
12100	Wichi	Matacoan	AFTER	lapesey	lapesey	l a p e s e j			5 7 1 7 3 7 6	AXBYBYN	LAPESEJ	7	7.L.C 7.A.V 7.P.C 7.E.V 7.S.C 7.E.V 7.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	lapesej	0	0	77-Matacoan			0	74-Matacoan			63	63-Matacoan	Spanish	2792
13371	Mapudungun	Araucanian	AFTER	fey wüla	fey_wüla	f e y + w ɨ l a			3 7 7 9 6 7 5 7	AXZ_AXBZ	BEY_WILA	2	2.B.C 2.E.V 2.Y.V 2._._ 2.W.C 2.I.V 2.L.C 2.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	fey+wɨla	0	0	72-Araucanian			0	69-Araucanian			0	61-Araucanian		
13372	Mapudungun	Araucanian	AFTER	depwe	depwe	θ e p w e	Spanish	después	3 7 1 6 7	AXBCZ	DEPWE	2	2.D.C 2.E.V 2.P.C 2.W.C 2.E.V	2.0 1.5 1.75 1.5 0.8	θepwe	0	0	79-Araucanian			71	71-Araucanian	Spanish	2792	63	63-Araucanian	Spanish	2792
1253	Portuguese	Indo-European	AFTERNOON	tarde	tarde	t a ʁ dʒ i			1 7 5 1 7	AXMBZ	TARTI	4	4.T.C 4.A.V 4.R.c 4.T.C 4.I.V	2.0 1.5 1.1 1.75 0.8	taʁdʒi	0	0	84-Indo-European			0	81-Indo-European			70	70-Indo-European	Spanish	2992
2992	Spanish	Indo-European	AFTERNOON	tarde	tarde	t a ɾ ð e			1 7 5 3 7	AXMBZ	TARDE	6	6.T.C 6.A.V 6.R.c 6.D.C 6.E.V	2.0 1.5 1.1 1.75 0.8	taɾðe	0	0	84-Indo-European			0	81-Indo-European			70	70-Indo-European		
4540	Yaqui	Uto-Aztecan	AFTERNOON	kupteo	kupteo	k u p t e o			1 7 1 1 7 7	AXMBYZ	KYPTEU	8	8.K.C 8.Y.V 8.P.c 8.T.C 8.E.V 8.U.V	2.0 1.5 1.1 1.75 1.3 0.8	kupteo	0	0	88-Uto-Aztecan			0	85-Uto-Aztecan			0	77-Uto-Aztecan		
5860	ZinacantanTzotzil	Mayan	AFTERNOON	shmal	shmal	ʃ m a l			3 4 7 5	ACXN	SMAL	9	9.S.C 9.M.C 9.A.V 9.L.c	2.0 1.5 1.5 0.8	ʃmal	0	0	89-Mayan			0	86-Mayan			0	78-Mayan		
7490	Qeqchi	Mayan	AFTERNOON	ewu	ewu	e w u			7 6 7	XBZ	EWY	5	5.E.V 5.W.C 5.Y.V	1.5 1.75 0.8	ewu	0	0	85-Mayan			0	82-Mayan			0	74-Mayan		
9523	Otomi	Otomanguean	AFTERNOON	nde	nde	n d e			4 1 7	ACZ	NTE	3	3.N.C 3.T.C 3.E.V	2.0 1.5 0.8	nde	0	0	83-Otomanguean			0	80-Otomanguean			70	70-Otomanguean	Spanish	2992
11024	ImbaburaQuechua	Quechuan	AFTERNOON	chishi	chishi	tʃ i ʃ i			1 7 3 7	AXBZ	TISI	1	1.T.C 1.I.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	tʃiʃi	0	0	81-Quechuan			0	78-Quechuan			70	70-Quechuan	Spanish	2992
12237	Wichi	Matacoan	AFTERNOON	hunaj	hunaj	h u n a x			3 7 4 7 3	AXBYN	HYNAG	7	7.H.C 7.Y.V 7.N.C 7.A.V 7.G.c	2.0 1.5 1.75 1.3 0.8	hunax	0	0	87-Matacoan			0	84-Matacoan			0	76-Matacoan		
13516	Mapudungun	Araucanian	AFTERNOON	rupan antü	rupan_antü	ɻ u p a n + a n t ɨ			5 7 1 7 4 9 7 4 1 7	AXBYN_XMBZ	RYPAN_ANTI	2	2.R.C 2.Y.V 2.P.C 2.A.V 2.N.c 2._._ 2.A.V 2.N.c 2.T.C 2.I.V	2.0 1.5 1.75 1.3 0.8 0.0 1.5 1.1 1.75 0.8	ɻupan+antɨ	0	0	82-Araucanian			0	79-Araucanian			0	71-Araucanian		
1245	Portuguese	Indo-European	AGAIN	outra vez	outra_vez	o t ɾ ɐ + v e ʃ			7 1 5 7 9 3 7 3	XBCZ_AXN	UTRE_BES	4	4.U.V 4.T.C 4.R.C 4.E.V 4._._ 4.B.C 4.E.V 4.S.c	1.5 1.75 1.5 0.8 0.0 2.0 1.5 0.8	otɾɐ+veʃ	0	0	93-Indo-European			0	90-Indo-European			0	82-Indo-European		
1246	Portuguese	Indo-European	AGAIN	de novo	de_novo	dʒ i + n ɔ v u			1 7 9 4 7 3 7	AX_AXBZ	TI_NUBY	4	4.T.C 4.I.V 4._._ 4.N.C 4.U.V 4.B.C 4.Y.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	dʒi+nɔvu	0	0	99-Indo-European			0	96-Indo-European			0	88-Indo-European		
2984	Spanish	Indo-European	AGAIN	otra vez	otra_vez	o t ɾ a + β e s			7 1 5 7 9 3 7 3	XBCZ_AXN	UTRA_BES	6	6.U.V 6.T.C 6.R.C 6.A.V 6._._ 6.B.C 6.E.V 6.S.c	1.5 1.75 1.5 0.8 0.0 2.0 1.5 0.8	otɾa+βes	0	0	93-Indo-European			0	90-Indo-European			0	82-Indo-European		
2985	Spanish	Indo-European	AGAIN	de nuevo	de_nuevo	d e + n w e β o			1 7 9 4 6 7 3 7	AX_ACXBZ	TE_NWEBU	6	6.T.C 6.E.V 6._._ 6.N.C 6.W.C 6.E.V 6.B.C 6.U.V	2.0 1.5 0.0 2.0 1.5 1.5 1.75 0.8	de+nweβo	0	0	99-Indo-European			0	96-Indo-European			0	88-Indo-European		
4532	Yaqui	Uto-Aztecan	AGAIN	intuchia	intuchia	i n t u tʃ i a			7 4 1 7 1 7 7	XMBYBYZ	INTYTIA	8	8.I.V 8.N.c 8.T.C 8.Y.V 8.T.C 8.I.V 8.A.V	1.5 1.1 1.75 1.3 1.75 1.3 0.8	intutʃia	0	0	97-Uto-Aztecan			0	94-Uto-Aztecan			0	79-Uto-Aztecan		
4533	Yaqui	Uto-Aztecan	AGAIN	juchia	juchia	j u tʃ i a			6 7 1 7 7	AXBYZ	JYTIA	8	8.J.C 8.Y.V 8.T.C 8.I.V 8.A.V	2.0 1.5 1.75 1.3 0.8	jutʃia	0	0	97-Uto-Aztecan			0	94-Uto-Aztecan			0	79-Uto-Aztecan		
5854	ZinacantanTzotzil	Mayan	AGAIN	noshtok	noshtok	n o ʃ t o k			4 7 3 1 7 1	AXMBYN	NUSTUK	9	9.N.C 9.U.V 9.S.c 9.T.C 9.U.V 9.K.c	2.0 1.5 1.1 1.75 1.3 0.8	noʃtok	0	0	98-Mayan			0	95-Mayan			0	87-Mayan		
7485	Qeqchi	Mayan	AGAIN	wi' chik	wi'_chik	w i ʔ + tʃ i kʰ			6 7 1 9 1 7 1	AXN_AXN	WIH_TIK	5	5.W.C 5.I.V 5.H.c 5._._ 5.T.C 5.I.V 5.K.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	wiʔ+tʃikʰ	0	0	94-Mayan			0	91-Mayan			0	83-Mayan		
9516	Otomi	Otomanguean	AGAIN	ma n’agi	ma_n’agi	m a + n ʔ a g i			4 7 9 4 1 7 1 7	AX_ACYBZ	MA_NHAKI	3	3.M.C 3.A.V 3._._ 3.N.C 3.H.C 3.A.V 3.K.C 3.I.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 0.8	ma+nʔagi	0	0	92-Otomanguean			0	89-Otomanguean			0	81-Otomanguean		
11020	ImbaburaQuechua	Quechuan	AGAIN	kutin	kutin	k u t i ŋ			1 7 1 7 4	AXBYN	KYTIN	1	1.K.C 1.Y.V 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 0.8	kutiŋ	0	0	90-Quechuan			0	87-Quechuan			0	79-Quechuan		
12232	Wichi	Matacoan	AGAIN	yip	yip	y i p			7 7 1	XYN	YIP	7	7.Y.V 7.I.V 7.P.c	1.5 1.3 0.8	yip	0	0	96-Matacoan			0	93-Matacoan			0	85-Matacoan		
13511	Mapudungun	Araucanian	AGAIN	ka wiño	ka_wiño	k a + w i ɲ o			1 7 9 6 7 4 7	AX_AXBZ	KA_WINU	2	2.K.C 2.A.V 2._._ 2.W.C 2.I.V 2.N.C 2.U.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ka+wiɲo	0	0	91-Araucanian			0	88-Araucanian			0	80-Araucanian		
1213	Portuguese	Indo-European	AGE	idade	idade	i d a dʒ i			7 1 7 1 7	XBYBZ	ITATI	4	4.I.V 4.T.C 4.A.V 4.T.C 4.I.V	1.5 1.75 1.3 1.75 0.8	idadʒi	0	0	102-Indo-European			0	99-Indo-European			0	91-Indo-European		
2945	Spanish	Indo-European	AGE	edad	edad	e ð a ð			7 3 7 3	XBYN	EDAD	6	6.E.V 6.D.C 6.A.V 6.D.c	1.5 1.75 1.3 0.8	eðað	0	0	102-Indo-European			0	99-Indo-European			0	91-Indo-European		
4498	Yaqui	Uto-Aztecan	AGE	wasuktia	wasuktia	w a s u k t i a			6 7 3 7 1 1 7 7	AXBYMBYZ	WASYKTIA	8	8.W.C 8.A.V 8.S.C 8.Y.V 8.K.c 8.T.C 8.I.V 8.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	wasuktia	0	0	106-Uto-Aztecan			0	103-Uto-Aztecan			0	95-Uto-Aztecan		
5829	ZinacantanTzotzil	Mayan	AGE	ch’iel	ch’iel	tʃʼ i e l			1 7 7 5	AXYN	TIEL	9	9.T.C 9.I.V 9.E.V 9.L.c	2.0 1.5 1.3 0.8	tʃʼiel	0	0	107-Mayan			0	104-Mayan			0	96-Mayan		
7443	Qeqchi	Mayan	AGE	xchi hab’	xchi_hab’	ʃ tʃ i + h a ɓ			3 1 7 9 3 7 1	ACZ_AXN	STI_HAP	5	5.S.C 5.T.C 5.I.V 5._._ 5.H.C 5.A.V 5.P.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ʃtʃi+haɓ	0	0	103-Mayan			0	100-Mayan			0	92-Mayan		
9469	Otomi	Otomanguean	AGE	je̲ya	je̲ya	x æ j a			3 7 6 7	AXBZ	GEJA	3	3.G.C 3.E.V 3.J.C 3.A.V	2.0 1.5 1.75 0.8	xæja	0	0	101-Otomanguean			0	98-Otomanguean			0	90-Otomanguean		
12213	Wichi	Matacoan	AGE	nekchom	nekchom	n e k tʃ o m			4 7 1 1 7 4	AXMBYN	NEKTUM	7	7.N.C 7.E.V 7.K.c 7.T.C 7.U.V 7.M.c	2.0 1.5 1.1 1.75 1.3 0.8	nektʃom	0	0	105-Matacoan			0	102-Matacoan			0	94-Matacoan		
12214	Wichi	Matacoan	AGE	anio	anio	a n i o	Spanish	año	7 4 7 7	XBYZ	ANIU	7	7.A.V 7.N.C 7.I.V 7.U.V	1.5 1.75 1.3 0.8	anio	0	0	108-Matacoan			0	105-Matacoan			0	97-Matacoan		
13487	Mapudungun	Araucanian	AGE	tripantu	tripantu	ʈʂ i p a n t u			2 7 1 7 4 1 7	AXBYMBZ	CIPANTY	2	2.C.C 2.I.V 2.P.C 2.A.V 2.N.c 2.T.C 2.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	ʈʂipantu	0	0	100-Araucanian			0	97-Araucanian			0	89-Araucanian		
601	Portuguese	Indo-European	ALCOHOL (FERMENTED DRINK)	bebida fermentada	bebida_fermentada	b e b i d ɐ + f e ʁ m ẽ t a d ɐ			1 7 1 7 1 7 9 3 7 5 4 7 1 7 1 7	AXBYBZ_AXMBYBYBZ	PEPITE_BERMETATE	4	4.P.C 4.E.V 4.P.C 4.I.V 4.T.C 4.E.V 4._._ 4.B.C 4.E.V 4.R.c 4.M.C 4.E.V 4.T.C 4.A.V 4.T.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	bebidɐ+feʁmẽtadɐ	0	0	111-Indo-European			0	108-Indo-European			0	100-Indo-European		
2293	Spanish	Indo-European	ALCOHOL (FERMENTED DRINK)	bebida fermentada	bebida_fermentada	b e β i ð a + f ɛ ɾ m e n t a ð a			1 7 3 7 3 7 9 3 7 5 4 7 4 1 7 3 7	AXBYBZ_AXMBYMBYBZ	PEBIDA_BERMENTADA	6	6.P.C 6.E.V 6.B.C 6.I.V 6.D.C 6.A.V 6._._ 6.B.C 6.E.V 6.R.c 6.M.C 6.E.V 6.N.c 6.T.C 6.A.V 6.D.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	beβiða+fɛɾmentaða	0	0	111-Indo-European			0	108-Indo-European			0	100-Indo-European		
3974	Yaqui	Uto-Aztecan	ALCOHOL (FERMENTED DRINK)	ba’ajipo’okoim	ba’ajipo’okoim	b a ʔ a j i p o ʔ o k o i m			1 7 1 7 6 7 1 7 1 7 1 7 7 4	AXBYBYBYBYBYYN	PAHAJIPUHUKUIM	8	8.P.C 8.A.V 8.H.C 8.A.V 8.J.C 8.I.V 8.P.C 8.U.V 8.H.C 8.U.V 8.K.C 8.U.V 8.I.V 8.M.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.3 0.8	baʔajipoʔokoim	0	0	115-Uto-Aztecan			0	112-Uto-Aztecan			0	104-Uto-Aztecan		
6757	Qeqchi	Mayan	ALCOHOL (FERMENTED DRINK)	b’oj	b’oj	ɓ o x			1 7 3	AXN	PUG	5	5.P.C 5.U.V 5.G.c	2.0 1.5 0.8	ɓox	0	0	112-Mayan			0	109-Mayan			0	101-Mayan		
6758	Qeqchi	Mayan	ALCOHOL (FERMENTED DRINK)	ani (2)	ani	a n i			7 4 7	XBZ	ANI	5	5.A.V 5.N.C 5.I.V	1.5 1.75 0.8	ani	0	0	116-Mayan			0	113-Mayan			0	105-Mayan		
8622	Otomi	Otomanguean	ALCOHOL (FERMENTED DRINK)	sei	sei	s e i			3 7 7	AXZ	SEI	3	3.S.C 3.E.V 3.I.V	2.0 1.5 0.8	sei	0	0	110-Otomanguean			0	106-Otomanguean			0	98-Otomanguean		
10590	ImbaburaQuechua	Quechuan	ALCOHOL (FERMENTED DRINK)	asua	asua	a s u a			7 3 7 7	XBYZ	ASYA	1	1.A.V 1.S.C 1.Y.V 1.A.V	1.5 1.75 1.3 0.8	asua	0	0	109-Quechuan			0	106-Quechuan			0	98-Quechuan		
11774	Wichi	Matacoan	ALCOHOL (FERMENTED DRINK)	hat’es	hat’es	h a t ʔ e s			3 7 1 1 7 3	AXMBYN	HATHES	7	7.H.C 7.A.V 7.T.c 7.H.C 7.E.V 7.S.c	2.0 1.5 1.1 1.75 1.3 0.8	hatʔes	0	0	114-Matacoan			0	111-Matacoan			0	103-Matacoan		
1186	Portuguese	Indo-European	ALL	cada	cada	k a d ɐ			1 7 1 7	AXBZ	KATE	4	4.K.C 4.A.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	kadɐ	0	120	120-Indo-European	Spanish	2919	117	117-Indo-European	Spanish	2919	108	108-Indo-European	Spanish	2919
1187	Portuguese	Indo-European	ALL	tudo	tudo	t u d u			1 7 1 7	AXBZ	TYTY	4	4.T.C 4.Y.V 4.T.C 4.Y.V	2.0 1.5 1.75 0.8	tudu	0	127	127-Indo-European	Spanish	2920	124	124-Indo-European	Spanish	2920	106	106-Indo-European	Spanish	2920
2919	Spanish	Indo-European	ALL	cada	cada	k a ð a			1 7 3 7	AXBZ	KADA	6	6.K.C 6.A.V 6.D.C 6.A.V	2.0 1.5 1.75 0.8	kaða	0	120	120-Indo-European			117	117-Indo-European			108	108-Indo-European		
2920	Spanish	Indo-European	ALL	todo	todo	t o ð o			1 7 3 7	AXBZ	TUDU	6	6.T.C 6.U.V 6.D.C 6.U.V	2.0 1.5 1.75 0.8	toðo	0	127	127-Indo-European			124	124-Indo-European			106	106-Indo-European		
4477	Yaqui	Uto-Aztecan	ALL	si’ime (2)	si’ime	s i ʔ i m e			3 7 1 7 4 7	AXBYBZ	SIHIME	8	8.S.C 8.I.V 8.H.C 8.I.V 8.M.C 8.E.V	2.0 1.5 1.75 1.3 1.75 0.8	siʔime	0	0	124-Uto-Aztecan			0	121-Uto-Aztecan			0	113-Uto-Aztecan		
5813	ZinacantanTzotzil	Mayan	ALL	kotol	kotol	k o t o l			1 7 1 7 5	AXBYN	KUTUL	9	9.K.C 9.U.V 9.T.C 9.U.V 9.L.c	2.0 1.5 1.75 1.3 0.8	kotol	0	0	125-Mayan			117	117-Mayan	Spanish	2919	108	108-Mayan	Spanish	2919
5814	ZinacantanTzotzil	Mayan	ALL	labal	labal	l a ɓ a l			5 7 1 7 5	AXBYN	LAPAL	9	9.L.C 9.A.V 9.P.C 9.A.V 9.L.c	2.0 1.5 1.75 1.3 0.8	laɓal	0	0	130-Mayan			0	127-Mayan			0	117-Mayan		
7400	Qeqchi	Mayan	ALL	chi junil	chi_junil	tʃ i + x u n i l			1 7 9 3 7 4 7 5	AX_AXBYN	TI_GYNIL	5	5.T.C 5.I.V 5._._ 5.G.C 5.Y.V 5.N.C 5.I.V 5.L.c	2.0 1.5 0.0 2.0 1.5 1.75 1.3 0.8	tʃi+xunil	0	0	121-Mayan			0	118-Mayan			0	110-Mayan		
7401	Qeqchi	Mayan	ALL	anchal	anchal	a n tʃ a l			7 4 1 7 5	XMBYN	ANTAL	5	5.A.V 5.N.c 5.T.C 5.A.V 5.L.c	1.5 1.1 1.75 1.3 0.8	antʃal	0	0	128-Mayan			0	125-Mayan			0	117-Mayan		
7402	Qeqchi	Mayan	ALL	rek’	rek’	r e kʼ			5 7 1	AXN	REK	5	5.R.C 5.E.V 5.K.c	2.0 1.5 0.8	rekʼ	0	0	132-Mayan			0	129-Mayan			0	121-Mayan		
9426	Otomi	Otomanguean	ALL	ga̲tho	ga̲tho	g ɔ θ o			1 7 3 7	AXBZ	KUDU	3	3.K.C 3.U.V 3.D.C 3.U.V	2.0 1.5 1.75 0.8	gɔθo	0	0	119-Otomanguean			0	116-Otomanguean			108	108-Otomanguean	Spanish	2919
9427	Otomi	Otomanguean	ALL	kadu̲	kadu̲	k a d u	Spanish	cada	1 7 1 7	AXBZ	KATY	3	3.K.C 3.A.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	kadu	0	120	120-Otomanguean	Spanish	2919	117	117-Otomanguean	Spanish	2919	108	108-Otomanguean	Spanish	2919
9428	Otomi	Otomanguean	ALL	ta̲t’i	ta̲t’i	t̪ ɔ t̪ʼ i			1 7 1 7	AXBZ	TUTI	3	3.T.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	t̪ɔt̪ʼi	0	127	127-Otomanguean	Spanish	2920	124	124-Otomanguean	Spanish	2920	106	106-Otomanguean	Spanish	2920
10979	ImbaburaQuechua	Quechuan	ALL	tukuy	tukuy	t u k u j			1 7 1 7 6	AXBYN	TYKYJ	1	1.T.C 1.Y.V 1.K.C 1.Y.V 1.J.c	2.0 1.5 1.75 1.3 0.8	tukuj	0	0	117-Quechuan			0	114-Quechuan			106	106-Quechuan	Spanish	2920
12196	Wichi	Matacoan	ALL	nufwu	nufwu	n u fʷ u			4 7 3 7	AXBZ	NYBY	7	7.N.C 7.Y.V 7.B.C 7.Y.V	2.0 1.5 1.75 0.8	nufʷu	0	0	123-Matacoan			0	120-Matacoan			0	112-Matacoan		
13464	Mapudungun	Araucanian	ALL	kom	kom	k o m			1 7 4	AXN	KUM	2	2.K.C 2.U.V 2.M.c	2.0 1.5 0.8	kom	0	0	118-Araucanian			0	115-Araucanian			0	107-Araucanian		
1545	Portuguese	Indo-European	ALLOW OR PERMIT	deixar	deixar	d ei ʃ a ʁ			1 7 3 7 5	AXBYN	TESAR	4	4.T.C 4.E.V 4.S.C 4.A.V 4.R.c	2.0 1.5 1.75 1.3 0.8	deiʃaʁ	0	0	133-Indo-European			0	130-Indo-European			0	122-Indo-European		
1546	Portuguese	Indo-European	ALLOW OR PERMIT	permitir	permitir	p e ʁ m i tʃ i ʁ			1 7 5 4 7 1 7 5	AXMBYBYN	PERMITIR	4	4.P.C 4.E.V 4.R.c 4.M.C 4.I.V 4.T.C 4.I.V 4.R.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	peʁmitʃiʁ	0	0	134-Indo-European			0	131-Indo-European			0	123-Indo-European		
3312	Spanish	Indo-European	ALLOW OR PERMIT	permitir	permitir	p ɛ ɾ m i t i ɾ			1 7 5 4 7 1 7 5	AXMBYBYN	PERMITIR	6	6.P.C 6.E.V 6.R.c 6.M.C 6.I.V 6.T.C 6.I.V 6.R.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	pɛɾmitiɾ	0	0	134-Indo-European			0	131-Indo-European			0	123-Indo-European		
3313	Spanish	Indo-European	ALLOW OR PERMIT	dejar	dejar	d e x a ɾ			1 7 3 7 5	AXBYN	TEGAR	6	6.T.C 6.E.V 6.G.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 0.8	dexaɾ	0	0	133-Indo-European			0	130-Indo-European			0	122-Indo-European		
1658	Portuguese	Indo-European	ALTAR	altar	altar	au t a ʁ			7 1 7 5	XBYN	ATAR	4	4.A.V 4.T.C 4.A.V 4.R.c	1.5 1.75 1.3 0.8	autaʁ	0	135	135-Indo-European	Spanish	3423	132	132-Indo-European	Spanish	3423	132	132-Indo-European	Spanish	3423
3423	Spanish	Indo-European	ALTAR	altar	altar	a l t a ɾ			7 5 1 7 5	XMBYN	ALTAR	6	6.A.V 6.L.c 6.T.C 6.A.V 6.R.c	1.5 1.1 1.75 1.3 0.8	altaɾ	0	135	135-Indo-European			132	132-Indo-European			132	132-Indo-European		
4865	Yaqui	Uto-Aztecan	ALTAR	altaar	altaar	a l t aː r	Spanish	altar	7 5 1 7 5	XMBYN	ALTAR	8	8.A.V 8.L.c 8.T.C 8.A.V 8.R.c	1.5 1.1 1.75 1.3 0.8	altaːr	0	135	135-Uto-Aztecan	Spanish	3423	132	132-Uto-Aztecan	Spanish	3423	132	132-Uto-Aztecan	Spanish	3423
6128	ZinacantanTzotzil	Mayan	ALTAR	7altal	7altal	ʔ a l t a l	Spanish	altar	1 7 5 1 7 5	AXMBYN	HALTAL	9	9.H.C 9.A.V 9.L.c 9.T.C 9.A.V 9.L.c	2.0 1.5 1.1 1.75 1.3 0.8	ʔaltal	0	0	138-Mayan			132	132-Mayan	Spanish	3423	132	132-Mayan	Spanish	3423
7898	Qeqchi	Mayan	ALTAR	artal	artal	a ɾ t a l	Spanish	altar	7 5 1 7 5	XMBYN	ARTAL	5	5.A.V 5.R.c 5.T.C 5.A.V 5.L.c	1.5 1.1 1.75 1.3 0.8	aɾtal	0	0	138-Mayan			132	132-Mayan	Spanish	3423	132	132-Mayan	Spanish	3423
10125	Otomi	Otomanguean	ALTAR	ntsaya jwä	ntsaya_jwä	n ts a j a + xʷ ɐ			4 2 7 6 7 9 3 7	ACYBZ_AX	NCAJA_GE	3	3.N.C 3.C.C 3.A.V 3.J.C 3.A.V 3._._ 3.G.C 3.E.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	ntsaja+xʷɐ	0	0	136-Otomanguean			0	133-Otomanguean			0	125-Otomanguean		
